Loop value, array value and sum are 52 5053 2.664310e+05 
Loop value, array value and sum are 53 5054 2.714850e+05 
Loop value, array value and sum are 54 5055 2.765400e+05 
Loop value, array value and sum are 55 5056 2.815960e+05 
Loop value, array value and sum are 56 5057 2.866530e+05 
Loop value, array value and sum are 57 5058 2.917110e+05 
Loop value, array value and sum are 58 5059 2.967700e+05 
Loop value, array value and sum are 59 5060 3.018300e+05 
Loop value, array value and sum are 60 5061 3.068910e+05 
Loop value, array value and sum are 61 5062 3.119530e+05 
Loop value, array value and sum are 62 5063 3.170160e+05 
Loop value, array value and sum are 63 5064 3.220800e+05 
Loop value, array value and sum are 64 5065 3.271450e+05 
Loop value, array value and sum are 65 5066 3.322110e+05 
Loop value, array value and sum are 66 5067 3.372780e+05 
Loop value, array value and sum are 67 5068 3.423460e+05 
Loop value, array value and sum are 68 5069 3.474150e+05 
Loop value, array value and sum are 69 5070 3.524850e+05 
Loop value, array value and sum are 70 5071 3.575560e+05 
Loop value, array value and sum are 71 5072 3.626280e+05 
Loop value, array value and sum are 72 5073 3.677010e+05 
Loop value, array value and sum are 73 5074 3.727750e+05 
Loop value, array value and sum are 74 5075 3.778500e+05 
Loop value, array value and sum are 75 5076 3.829260e+05 
Loop value, array value and sum are 76 5077 3.880030e+05 
Loop value, array value and sum are 77 5078 3.930810e+05 
Loop value, array value and sum are 78 5079 3.981600e+05 
Loop value, array value and sum are 79 5080 4.032400e+05 
Loop value, array value and sum are 80 5081 4.083210e+05 
Loop value, array value and sum are 81 5082 4.134030e+05 
Loop value, array value and sum are 82 5083 4.184860e+05 
Loop value, array value and sum are 83 5084 4.235700e+05 
Loop value, array value and sum are 84 5085 4.286550e+05 
Loop value, array value and sum are 85 5086 4.337410e+05 
Loop value, array value and sum are 86 5087 4.388280e+05 
Loop value, array value and sum are 87 5088 4.439160e+05 
Loop value, array value and sum are 88 5089 4.490050e+05 
Loop value, array value and sum are 89 5090 4.540950e+05 
Loop value, array value and sum are 90 5091 4.591860e+05 
Loop value, array value and sum are 91 5092 4.642780e+05 
Loop value, array value and sum are 92 5093 4.693710e+05 
Loop value, array value and sum are 93 5094 4.744650e+05 
Loop value, array value and sum are 94 5095 4.795600e+05 
Loop value, array value and sum are 95 5096 4.846560e+05 
Loop value, array value and sum are 96 5097 4.897530e+05 
Loop value, array value and sum are 97 5098 4.948510e+05 
Loop value, array value and sum are 98 5099 4.999500e+05 
Loop value, array value and sum are 99 5100 5.050500e+05 
Loop value, array value and sum are 100 5101 5.101510e+05 
Loop value, array value and sum are 101 5102 5.152530e+05 
Loop value, array value and sum are 102 5103 5.203560e+05 
Loop value, array value and sum are 103 5104 5.254600e+05 
Loop value, array value and sum are 104 5105 5.305650e+05 
Loop value, array value and sum are 105 5106 5.356710e+05 
Loop value, array value and sum are 106 5107 5.407780e+05 
Loop value, array value and sum are 107 5108 5.458860e+05 
Loop value, array value and sum are 108 5109 5.509950e+05 
Loop value, array value and sum are 109 5110 5.561050e+05 
Loop value, array value and sum are 110 5111 5.612160e+05 
Loop value, array value and sum are 111 5112 5.663280e+05 
Loop value, array value and sum are 112 5113 5.714410e+05 
Loop value, array value and sum are 113 5114 5.765550e+05 
Loop value, array value and sum are 114 5115 5.816700e+05 
Loop value, array value and sum are 115 5116 5.867860e+05 
Loop value, array value and sum are 116 5117 5.919030e+05 
Loop value, array value and sum are 117 5118 5.970210e+05 
Loop value, array value and sum are 118 5119 6.021400e+05 
Loop value, array value and sum are 119 5120 6.072600e+05 
Loop value, array value and sum are 120 5121 6.123810e+05 
Loop value, array value and sum are 121 5122 6.175030e+05 
Loop value, array value and sum are 122 5123 6.226260e+05 
Loop value, array value and sum are 123 5124 6.277500e+05 
Loop value, array value and sum are 124 5125 6.328750e+05 
Loop value, array value and sum are 125 5126 6.380010e+05 
Loop value, array value and sum are 126 5127 6.431280e+05 
Loop value, array value and sum are 127 5128 6.482560e+05 
Loop value, array value and sum are 128 5129 6.533850e+05 
Loop value, array value and sum are 129 5130 6.585150e+05 
Loop value, array value and sum are 130 5131 6.636460e+05 
Loop value, array value and sum are 131 5132 6.687780e+05 
Loop value, array value and sum are 132 5133 6.739110e+05 
Loop value, array value and sum are 133 5134 6.790450e+05 
Loop value, array value and sum are 134 5135 6.841800e+05 
Loop value, array value and sum are 135 5136 6.893160e+05 
Loop value, array value and sum are 136 5137 6.944530e+05 
Loop value, array value and sum are 137 5138 6.995910e+05 
Loop value, array value and sum are 138 5139 7.047300e+05 
Loop value, array value and sum are 139 5140 7.098700e+05 
Loop value, array value and sum are 140 5141 7.150110e+05 
Loop value, array value and sum are 141 5142 7.201530e+05 
Loop value, array value and sum are 142 5143 7.252960e+05 
Loop value, array value and sum are 143 5144 7.304400e+05 
Loop value, array value and sum are 144 5145 7.355850e+05 
Loop value, array value and sum are 145 5146 7.407310e+05 
Loop value, array value and sum are 146 5147 7.458780e+05 
Loop value, array value and sum are 147 5148 7.510260e+05 
Loop value, array value and sum are 148 5149 7.561750e+05 
Loop value, array value and sum are 149 5150 7.613250e+05 
Loop value, array value and sum are 150 5151 7.664760e+05 
Loop value, array value and sum are 151 5152 7.716280e+05 
Loop value, array value and sum are 152 5153 7.767810e+05 
Loop value, array value and sum are 153 5154 7.819350e+05 
Loop value, array value and sum are 154 5155 7.870900e+05 
Loop value, array value and sum are 155 5156 7.922460e+05 
Loop value, array value and sum are 156 5157 7.974030e+05 
Loop value, array value and sum are 157 5158 8.025610e+05 
Loop value, array value and sum are 158 5159 8.077200e+05 
Loop value, array value and sum are 159 5160 8.128800e+05 
Loop value, array value and sum are 160 5161 8.180410e+05 
Loop value, array value and sum are 161 5162 8.232030e+05 
Loop value, array value and sum are 162 5163 8.283660e+05 
Loop value, array value and sum are 163 5164 8.335300e+05 
Loop value, array value and sum are 164 5165 8.386950e+05 
Loop value, array value and sum are 165 5166 8.438610e+05 
Loop value, array value and sum are 166 5167 8.490280e+05 
Loop value, array value and sum are 167 5168 8.541960e+05 
Loop value, array value and sum are 168 5169 8.593650e+05 
Loop value, array value and sum are 169 5170 8.645350e+05 
Loop value, array value and sum are 170 5171 8.697060e+05 
Loop value, array value and sum are 171 5172 8.748780e+05 
Loop value, array value and sum are 172 5173 8.800510e+05 
Loop value, array value and sum are 173 5174 8.852250e+05 
Loop value, array value and sum are 174 5175 8.904000e+05 
Loop value, array value and sum are 175 5176 8.955760e+05 
Loop value, array value and sum are 176 5177 9.007530e+05 
Loop value, array value and sum are 177 5178 9.059310e+05 
Loop value, array value and sum are 178 5179 9.111100e+05 
Loop value, array value and sum are 179 5180 9.162900e+05 
Loop value, array value and sum are 180 5181 9.214710e+05 
Loop value, array value and sum are 181 5182 9.266530e+05 
Loop value, array value and sum are 182 5183 9.318360e+05 
Loop value, array value and sum are 183 5184 9.370200e+05 
Loop value, array value and sum are 184 5185 9.422050e+05 
Loop value, array value and sum are 185 5186 9.473910e+05 
Loop value, array value and sum are 186 5187 9.525780e+05 
Loop value, array value and sum are 187 5188 9.577660e+05 
Loop value, array value and sum are 188 5189 9.629550e+05 
Loop value, array value and sum are 189 5190 9.681450e+05 
Loop value, array value and sum are 190 5191 9.733360e+05 
Loop value, array value and sum are 191 5192 9.785280e+05 
Loop value, array value and sum are 192 5193 9.837210e+05 
Loop value, array value and sum are 193 5194 9.889150e+05 
Loop value, array value and sum are 194 5195 9.941100e+05 
Loop value, array value and sum are 195 5196 9.993060e+05 
Loop value, array value and sum are 196 5197 1.004503e+06 
Loop value, array value and sum are 197 5198 1.009701e+06 
Loop value, array value and sum are 198 5199 1.014900e+06 
Loop value, array value and sum are 199 5200 1.020100e+06 
Loop value, array value and sum are 200 5201 1.025301e+06 
Loop value, array value and sum are 201 5202 1.030503e+06 
Loop value, array value and sum are 202 5203 1.035706e+06 
Loop value, array value and sum are 203 5204 1.040910e+06 
Loop value, array value and sum are 204 5205 1.046115e+06 
Loop value, array value and sum are 205 5206 1.051321e+06 
Loop value, array value and sum are 206 5207 1.056528e+06 
Loop value, array value and sum are 207 5208 1.061736e+06 
Loop value, array value and sum are 208 5209 1.066945e+06 
Loop value, array value and sum are 209 5210 1.072155e+06 
Loop value, array value and sum are 210 5211 1.077366e+06 
Loop value, array value and sum are 211 5212 1.082578e+06 
Loop value, array value and sum are 212 5213 1.087791e+06 
Loop value, array value and sum are 213 5214 1.093005e+06 
Loop value, array value and sum are 214 5215 1.098220e+06 
Loop value, array value and sum are 215 5216 1.103436e+06 
Loop value, array value and sum are 216 5217 1.108653e+06 
Loop value, array value and sum are 217 5218 1.113871e+06 
Loop value, array value and sum are 218 5219 1.119090e+06 
Loop value, array value and sum are 219 5220 1.124310e+06 
Loop value, array value and sum are 220 5221 1.129531e+06 
Loop value, array value and sum are 221 5222 1.134753e+06 
Loop value, array value and sum are 222 5223 1.139976e+06 
Loop value, array value and sum are 223 5224 1.145200e+06 
Loop value, array value and sum are 224 5225 1.150425e+06 
Loop value, array value and sum are 225 5226 1.155651e+06 
Loop value, array value and sum are 226 5227 1.160878e+06 
Loop value, array value and sum are 227 5228 1.166106e+06 
Loop value, array value and sum are 228 5229 1.171335e+06 
Loop value, array value and sum are 229 5230 1.176565e+06 
Loop value, array value and sum are 230 5231 1.181796e+06 
Loop value, array value and sum are 231 5232 1.187028e+06 
Loop value, array value and sum are 232 5233 1.192261e+06 
Loop value, array value and sum are 233 5234 1.197495e+06 
Loop value, array value and sum are 234 5235 1.202730e+06 
Loop value, array value and sum are 235 5236 1.207966e+06 
Loop value, array value and sum are 236 5237 1.213203e+06 
Loop value, array value and sum are 237 5238 1.218441e+06 
Loop value, array value and sum are 238 5239 1.223680e+06 
Loop value, array value and sum are 239 5240 1.228920e+06 
Loop value, array value and sum are 240 5241 1.234161e+06 
Loop value, array value and sum are 241 5242 1.239403e+06 
Loop value, array value and sum are 242 5243 1.244646e+06 
Loop value, array value and sum are 243 5244 1.249890e+06 
Loop value, array value and sum are 244 5245 1.255135e+06 
Loop value, array value and sum are 245 5246 1.260381e+06 
Loop value, array value and sum are 246 5247 1.265628e+06 
Loop value, array value and sum are 247 5248 1.270876e+06 
Loop value, array value and sum are 248 5249 1.276125e+06 
Loop value, array value and sum are 249 5250 1.281375e+06 
Loop value, array value and sum are 250 5251 1.286626e+06 
Loop value, array value and sum are 251 5252 1.291878e+06 
Loop value, array value and sum are 252 5253 1.297131e+06 
Loop value, array value and sum are 253 5254 1.302385e+06 
Loop value, array value and sum are 254 5255 1.307640e+06 
Loop value, array value and sum are 255 5256 1.312896e+06 
Loop value, array value and sum are 256 5257 1.318153e+06 
Loop value, array value and sum are 257 5258 1.323411e+06 
Loop value, array value and sum are 258 5259 1.328670e+06 
Loop value, array value and sum are 259 5260 1.333930e+06 
Loop value, array value and sum are 260 5261 1.339191e+06 
Loop value, array value and sum are 261 5262 1.344453e+06 
Loop value, array value and sum are 262 5263 1.349716e+06 
Loop value, array value and sum are 263 5264 1.354980e+06 
Loop value, array value and sum are 264 5265 1.360245e+06 
Loop value, array value and sum are 265 5266 1.365511e+06 
Loop value, array value and sum are 266 5267 1.370778e+06 
Loop value, array value and sum are 267 5268 1.376046e+06 
Loop value, array value and sum are 268 5269 1.381315e+06 
Loop value, array value and sum are 269 5270 1.386585e+06 
Loop value, array value and sum are 270 5271 1.391856e+06 
Loop value, array value and sum are 271 5272 1.397128e+06 
Loop value, array value and sum are 272 5273 1.402401e+06 
Loop value, array value and sum are 273 5274 1.407675e+06 
Loop value, array value and sum are 274 5275 1.412950e+06 
Loop value, array value and sum are 275 5276 1.418226e+06 
Loop value, array value and sum are 276 5277 1.423503e+06 
Loop value, array value and sum are 277 5278 1.428781e+06 
Loop value, array value and sum are 278 5279 1.434060e+06 
Loop value, array value and sum are 279 5280 1.439340e+06 
Loop value, array value and sum are 280 5281 1.444621e+06 
Loop value, array value and sum are 281 5282 1.449903e+06 
Loop value, array value and sum are 282 5283 1.455186e+06 
Loop value, array value and sum are 283 5284 1.460470e+06 
Loop value, array value and sum are 284 5285 1.465755e+06 
Loop value, array value and sum are 285 5286 1.471041e+06 
Loop value, array value and sum are 286 5287 1.476328e+06 
Loop value, array value and sum are 287 5288 1.481616e+06 
Loop value, array value and sum are 288 5289 1.486905e+06 
Loop value, array value and sum are 289 5290 1.492195e+06 
Loop value, array value and sum are 290 5291 1.497486e+06 
Loop value, array value and sum are 291 5292 1.502778e+06 
Loop value, array value and sum are 292 5293 1.508071e+06 
Loop value, array value and sum are 293 5294 1.513365e+06 
Loop value, array value and sum are 294 5295 1.518660e+06 
Loop value, array value and sum are 295 5296 1.523956e+06 
Loop value, array value and sum are 296 5297 1.529253e+06 
Loop value, array value and sum are 297 5298 1.534551e+06 
Loop value, array value and sum are 298 5299 1.539850e+06 
Loop value, array value and sum are 299 5300 1.545150e+06 
Loop value, array value and sum are 300 5301 1.550451e+06 
Loop value, array value and sum are 301 5302 1.555753e+06 
Loop value, array value and sum are 302 5303 1.561056e+06 
Loop value, array value and sum are 303 5304 1.566360e+06 
Loop value, array value and sum are 304 5305 1.571665e+06 
Loop value, array value and sum are 305 5306 1.576971e+06 
Loop value, array value and sum are 306 5307 1.582278e+06 
Loop value, array value and sum are 307 5308 1.587586e+06 
Loop value, array value and sum are 308 5309 1.592895e+06 
Loop value, array value and sum are 309 5310 1.598205e+06 
Loop value, array value and sum are 310 5311 1.603516e+06 
Loop value, array value and sum are 311 5312 1.608828e+06 
Loop value, array value and sum are 312 5313 1.614141e+06 
Loop value, array value and sum are 313 5314 1.619455e+06 
Loop value, array value and sum are 314 5315 1.624770e+06 
Loop value, array value and sum are 315 5316 1.630086e+06 
Loop value, array value and sum are 316 5317 1.635403e+06 
Loop value, array value and sum are 317 5318 1.640721e+06 
Loop value, array value and sum are 318 5319 1.646040e+06 
Loop value, array value and sum are 319 5320 1.651360e+06 
Loop value, array value and sum are 320 5321 1.656681e+06 
Loop value, array value and sum are 321 5322 1.662003e+06 
Loop value, array value and sum are 322 5323 1.667326e+06 
Loop value, array value and sum are 323 5324 1.672650e+06 
Loop value, array value and sum are 324 5325 1.677975e+06 
Loop value, array value and sum are 325 5326 1.683301e+06 
Loop value, array value and sum are 326 5327 1.688628e+06 
Loop value, array value and sum are 327 5328 1.693956e+06 
Loop value, array value and sum are 328 5329 1.699285e+06 
Loop value, array value and sum are 329 5330 1.704615e+06 
Loop value, array value and sum are 330 5331 1.709946e+06 
Loop value, array value and sum are 331 5332 1.715278e+06 
Loop value, array value and sum are 332 5333 1.720611e+06 
Loop value, array value and sum are 333 5334 1.725945e+06 
Loop value, array value and sum are 334 5335 1.731280e+06 
Loop value, array value and sum are 335 5336 1.736616e+06 
Loop value, array value and sum are 336 5337 1.741953e+06 
Loop value, array value and sum are 337 5338 1.747291e+06 
Loop value, array value and sum are 338 5339 1.752630e+06 
Loop value, array value and sum are 339 5340 1.757970e+06 
Loop value, array value and sum are 340 5341 1.763311e+06 
Loop value, array value and sum are 341 5342 1.768653e+06 
Loop value, array value and sum are 342 5343 1.773996e+06 
Loop value, array value and sum are 343 5344 1.779340e+06 
Loop value, array value and sum are 344 5345 1.784685e+06 
Loop value, array value and sum are 345 5346 1.790031e+06 
Loop value, array value and sum are 346 5347 1.795378e+06 
Loop value, array value and sum are 347 5348 1.800726e+06 
Loop value, array value and sum are 348 5349 1.806075e+06 
Loop value, array value and sum are 349 5350 1.811425e+06 
Loop value, array value and sum are 350 5351 1.816776e+06 
Loop value, array value and sum are 351 5352 1.822128e+06 
Loop value, array value and sum are 352 5353 1.827481e+06 
Loop value, array value and sum are 353 5354 1.832835e+06 
Loop value, array value and sum are 354 5355 1.838190e+06 
Loop value, array value and sum are 355 5356 1.843546e+06 
Loop value, array value and sum are 356 5357 1.848903e+06 
Loop value, array value and sum are 357 5358 1.854261e+06 
Loop value, array value and sum are 358 5359 1.859620e+06 
Loop value, array value and sum are 359 5360 1.864980e+06 
Loop value, array value and sum are 360 5361 1.870341e+06 
Loop value, array value and sum are 361 5362 1.875703e+06 
Loop value, array value and sum are 362 5363 1.881066e+06 
Loop value, array value and sum are 363 5364 1.886430e+06 
Loop value, array value and sum are 364 5365 1.891795e+06 
Loop value, array value and sum are 365 5366 1.897161e+06 
Loop value, array value and sum are 366 5367 1.902528e+06 
Loop value, array value and sum are 367 5368 1.907896e+06 
Loop value, array value and sum are 368 5369 1.913265e+06 
Loop value, array value and sum are 369 5370 1.918635e+06 
Loop value, array value and sum are 370 5371 1.924006e+06 
Loop value, array value and sum are 371 5372 1.929378e+06 
Loop value, array value and sum are 372 5373 1.934751e+06 
Loop value, array value and sum are 373 5374 1.940125e+06 
Loop value, array value and sum are 374 5375 1.945500e+06 
Loop value, array value and sum are 375 5376 1.950876e+06 
Loop value, array value and sum are 376 5377 1.956253e+06 
Loop value, array value and sum are 377 5378 1.961631e+06 
Loop value, array value and sum are 378 5379 1.967010e+06 
Loop value, array value and sum are 379 5380 1.972390e+06 
Loop value, array value and sum are 380 5381 1.977771e+06 
Loop value, array value and sum are 381 5382 1.983153e+06 
Loop value, array value and sum are 382 5383 1.988536e+06 
Loop value, array value and sum are 383 5384 1.993920e+06 
Loop value, array value and sum are 384 5385 1.999305e+06 
Loop value, array value and sum are 385 5386 2.004691e+06 
Loop value, array value and sum are 386 5387 2.010078e+06 
Loop value, array value and sum are 387 5388 2.015466e+06 
Loop value, array value and sum are 388 5389 2.020855e+06 
Loop value, array value and sum are 389 5390 2.026245e+06 
Loop value, array value and sum are 390 5391 2.031636e+06 
Loop value, array value and sum are 391 5392 2.037028e+06 
Loop value, array value and sum are 392 5393 2.042421e+06 
Loop value, array value and sum are 393 5394 2.047815e+06 
Loop value, array value and sum are 394 5395 2.053210e+06 
Loop value, array value and sum are 395 5396 2.058606e+06 
Loop value, array value and sum are 396 5397 2.064003e+06 
Loop value, array value and sum are 397 5398 2.069401e+06 
Loop value, array value and sum are 398 5399 2.074800e+06 
Loop value, array value and sum are 399 5400 2.080200e+06 
Loop value, array value and sum are 400 5401 2.085601e+06 
Loop value, array value and sum are 401 5402 2.091003e+06 
Loop value, array value and sum are 402 5403 2.096406e+06 
Loop value, array value and sum are 403 5404 2.101810e+06 
Loop value, array value and sum are 404 5405 2.107215e+06 
Loop value, array value and sum are 405 5406 2.112621e+06 
Loop value, array value and sum are 406 5407 2.118028e+06 
Loop value, array value and sum are 407 5408 2.123436e+06 
Loop value, array value and sum are 408 5409 2.128845e+06 
Loop value, array value and sum are 409 5410 2.134255e+06 
Loop value, array value and sum are 410 5411 2.139666e+06 
Loop value, array value and sum are 411 5412 2.145078e+06 
Loop value, array value and sum are 412 5413 2.150491e+06 
Loop value, array value and sum are 413 5414 2.155905e+06 
Loop value, array value and sum are 414 5415 2.161320e+06 
Loop value, array value and sum are 415 5416 2.166736e+06 
Loop value, array value and sum are 416 5417 2.172153e+06 
Loop value, array value and sum are 417 5418 2.177571e+06 
Loop value, array value and sum are 418 5419 2.182990e+06 
Loop value, array value and sum are 419 5420 2.188410e+06 
Loop value, array value and sum are 420 5421 2.193831e+06 
Loop value, array value and sum are 421 5422 2.199253e+06 
Loop value, array value and sum are 422 5423 2.204676e+06 
Loop value, array value and sum are 423 5424 2.210100e+06 
Loop value, array value and sum are 424 5425 2.215525e+06 
Loop value, array value and sum are 425 5426 2.220951e+06 
Loop value, array value and sum are 426 5427 2.226378e+06 
Loop value, array value and sum are 427 5428 2.231806e+06 
Loop value, array value and sum are 428 5429 2.237235e+06 
Loop value, array value and sum are 429 5430 2.242665e+06 
Loop value, array value and sum are 430 5431 2.248096e+06 
Loop value, array value and sum are 431 5432 2.253528e+06 
Loop value, array value and sum are 432 5433 2.258961e+06 
Loop value, array value and sum are 433 5434 2.264395e+06 
Loop value, array value and sum are 434 5435 2.269830e+06 
Loop value, array value and sum are 435 5436 2.275266e+06 
Loop value, array value and sum are 436 5437 2.280703e+06 
Loop value, array value and sum are 437 5438 2.286141e+06 
Loop value, array value and sum are 438 5439 2.291580e+06 
Loop value, array value and sum are 439 5440 2.297020e+06 
Loop value, array value and sum are 440 5441 2.302461e+06 
Loop value, array value and sum are 441 5442 2.307903e+06 
Loop value, array value and sum are 442 5443 2.313346e+06 
Loop value, array value and sum are 443 5444 2.318790e+06 
Loop value, array value and sum are 444 5445 2.324235e+06 
Loop value, array value and sum are 445 5446 2.329681e+06 
Loop value, array value and sum are 446 5447 2.335128e+06 
Loop value, array value and sum are 447 5448 2.340576e+06 
Loop value, array value and sum are 448 5449 2.346025e+06 
Loop value, array value and sum are 449 5450 2.351475e+06 
Loop value, array value and sum are 450 5451 2.356926e+06 
Loop value, array value and sum are 451 5452 2.362378e+06 
Loop value, array value and sum are 452 5453 2.367831e+06 
Loop value, array value and sum are 453 5454 2.373285e+06 
Loop value, array value and sum are 454 5455 2.378740e+06 
Loop value, array value and sum are 455 5456 2.384196e+06 
Loop value, array value and sum are 456 5457 2.389653e+06 
Loop value, array value and sum are 457 5458 2.395111e+06 
Loop value, array value and sum are 458 5459 2.400570e+06 
Loop value, array value and sum are 459 5460 2.406030e+06 
Loop value, array value and sum are 460 5461 2.411491e+06 
Loop value, array value and sum are 461 5462 2.416953e+06 
Loop value, array value and sum are 462 5463 2.422416e+06 
Loop value, array value and sum are 463 5464 2.427880e+06 
Loop value, array value and sum are 464 5465 2.433345e+06 
Loop value, array value and sum are 465 5466 2.438811e+06 
Loop value, array value and sum are 466 5467 2.444278e+06 
Loop value, array value and sum are 467 5468 2.449746e+06 
Loop value, array value and sum are 468 5469 2.455215e+06 
Loop value, array value and sum are 469 5470 2.460685e+06 
Loop value, array value and sum are 470 5471 2.466156e+06 
Loop value, array value and sum are 471 5472 2.471628e+06 
Loop value, array value and sum are 472 5473 2.477101e+06 
Loop value, array value and sum are 473 5474 2.482575e+06 
Loop value, array value and sum are 474 5475 2.488050e+06 
Loop value, array value and sum are 475 5476 2.493526e+06 
Loop value, array value and sum are 476 5477 2.499003e+06 
Loop value, array value and sum are 477 5478 2.504481e+06 
Loop value, array value and sum are 478 5479 2.509960e+06 
Loop value, array value and sum are 479 5480 2.515440e+06 
Loop value, array value and sum are 480 5481 2.520921e+06 
Loop value, array value and sum are 481 5482 2.526403e+06 
Loop value, array value and sum are 482 5483 2.531886e+06 
Loop value, array value and sum are 483 5484 2.537370e+06 
Loop value, array value and sum are 484 5485 2.542855e+06 
Loop value, array value and sum are 485 5486 2.548341e+06 
Loop value, array value and sum are 486 5487 2.553828e+06 
Loop value, array value and sum are 487 5488 2.559316e+06 
Loop value, array value and sum are 488 5489 2.564805e+06 
Loop value, array value and sum are 489 5490 2.570295e+06 
Loop value, array value and sum are 490 5491 2.575786e+06 
Loop value, array value and sum are 491 5492 2.581278e+06 
Loop value, array value and sum are 492 5493 2.586771e+06 
Loop value, array value and sum are 493 5494 2.592265e+06 
Loop value, array value and sum are 494 5495 2.597760e+06 
Loop value, array value and sum are 495 5496 2.603256e+06 
Loop value, array value and sum are 496 5497 2.608753e+06 
Loop value, array value and sum are 497 5498 2.614251e+06 
Loop value, array value and sum are 498 5499 2.619750e+06 
Loop value, array value and sum are 499 5500 2.625250e+06 
Loop value, array value and sum are 500 5501 2.630751e+06 
Loop value, array value and sum are 501 5502 2.636253e+06 
Loop value, array value and sum are 502 5503 2.641756e+06 
Loop value, array value and sum are 503 5504 2.647260e+06 
Loop value, array value and sum are 504 5505 2.652765e+06 
Loop value, array value and sum are 505 5506 2.658271e+06 
Loop value, array value and sum are 506 5507 2.663778e+06 
Loop value, array value and sum are 507 5508 2.669286e+06 
Loop value, array value and sum are 508 5509 2.674795e+06 
Loop value, array value and sum are 509 5510 2.680305e+06 
Loop value, array value and sum are 510 5511 2.685816e+06 
Loop value, array value and sum are 511 5512 2.691328e+06 
Loop value, array value and sum are 512 5513 2.696841e+06 
Loop value, array value and sum are 513 5514 2.702355e+06 
Loop value, array value and sum are 514 5515 2.707870e+06 
Loop value, array value and sum are 515 5516 2.713386e+06 
Loop value, array value and sum are 516 5517 2.718903e+06 
Loop value, array value and sum are 517 5518 2.724421e+06 
Loop value, array value and sum are 518 5519 2.729940e+06 
Loop value, array value and sum are 519 5520 2.735460e+06 
Loop value, array value and sum are 520 5521 2.740981e+06 
Loop value, array value and sum are 521 5522 2.746503e+06 
Loop value, array value and sum are 522 5523 2.752026e+06 
Loop value, array value and sum are 523 5524 2.757550e+06 
Loop value, array value and sum are 524 5525 2.763075e+06 
Loop value, array value and sum are 525 5526 2.768601e+06 
Loop value, array value and sum are 526 5527 2.774128e+06 
Loop value, array value and sum are 527 5528 2.779656e+06 
Loop value, array value and sum are 528 5529 2.785185e+06 
Loop value, array value and sum are 529 5530 2.790715e+06 
Loop value, array value and sum are 530 5531 2.796246e+06 
Loop value, array value and sum are 531 5532 2.801778e+06 
Loop value, array value and sum are 532 5533 2.807311e+06 
Loop value, array value and sum are 533 5534 2.812845e+06 
Loop value, array value and sum are 534 5535 2.818380e+06 
Loop value, array value and sum are 535 5536 2.823916e+06 
Loop value, array value and sum are 536 5537 2.829453e+06 
Loop value, array value and sum are 537 5538 2.834991e+06 
